submission_id,Question Submission ID,Name,SID,Score,Submission Time,Well done summarizing your coding journey so far! Keep it up!,Those are some great insights into your development. Well done!,We're glad that you overcame the struggles you faced this week!,Don't forget you can also reach out to a coach! Schedule a call with a coach at calendly.com/joyofcodinghlep/ask-a-coach,Please answer the questions and resubmit.,"We'd love to read the answers to your reflection prompts. We get that this reflecting on a success *after* one has surmounted it can feel unnecessary.   Yet, this simple act of reflecting on how/why/what you did what you did to solve a problem has the magical effect of your brain operating at a higher level -- the act of reflecting literally strengthens the ""learn to code"" part of your brain ! So do share with us these answers now, or in future codices. It's never required - just, strongly encouraged because of all of the above :-)",Adjustment,Comments,Grader,Tags
128638344,1116713987,Student ECT6 UEE4,,0,2022/6/28 7:49,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128638586,1115111136,Student WRH2 BEA7,,0,2022/6/22 14:21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Ashley Fernandes,
128638658,1116132710,Student RWZ8 HRM3,,0,2022/6/26 13:53,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128639461,1115116967,Student ZYJ4 XQG4,,0,2022/6/22 14:54,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Ashley Fernandes,
128639863,1125989860,Student ACV6 AJJ9,,0,2022/8/4 12:14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,Joy of Coding Grader,
128640287,1117956982,Student FLU4 URN6,,0,2022/7/3 7:43,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,,Joy of Coding Grader,
128640897,1115126455,Student SPV5 AUK5,,0,2022/6/22 15:37,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Ashley Fernandes,
128644499,1125129786,Student LZT6 FPQ6,,0,2022/7/31 19:41,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128645012,1115157843,Student LJD2 QWX7,,0,2022/6/22 17:24,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Ashley Fernandes,
128645197,1115156970,Student DGN8 MJV7,,0,2022/6/22 17:21,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Ashley Fernandes,
128646198,1115182027,Student TVC6 ZDJ8,,0,2022/6/22 18:24,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Ashley Fernandes,
128647644,1115186458,Student MUE3 AEV2,,0,2022/6/22 18:36,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Ashley Fernandes,
128647713,1115188439,Student VBN3 EQV9,,0,2022/6/22 18:42,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Ashley Fernandes,
128648338,1116287239,Student NJM9 BCK2,,0,2022/6/27 8:56,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128649482,1115209393,Student PLM1 BKS4,,0,2022/6/22 20:06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Ashley Fernandes,
128650743,1115206193,Student RZV3 RBV5,,0,2022/6/22 19:53,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,Ashley Fernandes,
128651431,1116125240,Student FLV4 QNB4,,0,2022/6/26 13:02,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128656696,1115239321,Student KQR2 MTK6,,0,2022/6/22 22:22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Ashley Fernandes,
128664881,1116682260,Student KYL2 TBF1,,0,2022/6/28 2:24,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128668669,1115505712,Student WPQ8 VVB6,,0,2022/6/23 15:08,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128669585,1115504285,Student PPB8 LBQ8,,0,2022/6/23 15:01,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128669618,1115353180,Student YUQ3 DAV8,,0,2022/6/23 5:36,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128670033,1115367015,Student YEP8 FPC1,,0,2022/6/23 6:55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128673938,1115396009,Student JDY6 UDC9,,0,2022/6/23 9:19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128674484,1116713931,Student BCG4 FVR8,,0,2022/6/28 7:48,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128675079,1125267699,Student MRN8 TNN7,,0,2022/8/1 10:14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128675269,1116936608,Student UUJ4 SUW3,,0,2022/6/28 21:40,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128675739,1115399265,Student CNP1 XTV6,,0,2022/6/23 9:32,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128675757,1116282217,Student ZSP1 YBH4,,0,2022/6/27 8:37,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128678411,1124266283,Student XHT3 XDT1,,0,2022/7/28 15:55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128679093,1115752978,Student ULL3 QRM3,,0,2022/6/24 8:14,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128679819,1115449774,Student DVZ7 PQL3,,0,2022/6/23 11:33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128680830,1115875268,Student RJA9 HZL3,,0,2022/6/24 13:39,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128681012,1115462149,Student ZSR5 ABM8,,0,2022/6/23 12:17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128682340,1115465188,Student MPV6 RYK1,,0,2022/6/23 12:34,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Ashley Fernandes,
128683186,1115875015,Student WYE4 HUF4,,0,2022/6/24 13:37,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Ashley Fernandes,
128685492,1116823617,Student FAH9 NQV3,,0,2022/6/28 15:02,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128685633,1115496138,Student HFF5 RDE5,,0,2022/6/23 14:17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Ashley Fernandes,
128685942,1116776620,Student KQD5 BZH3,,0,2022/6/28 12:18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128685977,1115491383,Student PFT8 XLU7,,0,2022/6/23 13:56,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Ashley Fernandes,
128686482,1115504570,Student BNK2 BMW4,,0,2022/6/23 15:02,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Ashley Fernandes,
128687063,1115502779,Student AQY8 XNB3,,0,2022/6/23 14:50,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Ashley Fernandes,
128689472,1115518961,Student MSR4 XPJ1,,0,2022/6/23 15:50,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Ashley Fernandes,
128689547,1116765553,Student DTG4 WXX9,,0,2022/6/28 11:44,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128690099,1115525372,Student AWV6 HEA9,,0,2022/6/23 16:13,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Ashley Fernandes,
128690267,1115530637,Student DHJ4 FAY6,,0,2022/6/23 16:33,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,Ashley Fernandes,
128690327,1133138021,Student AJP3 CEG9,,0,2022/8/27 19:13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Leila Idrissi,
128692211,1115558053,Student UQJ7 TZY1,,0,2022/6/23 17:22,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Ashley Fernandes,
128694441,1116881993,Student PQG6 JHN1,,0,2022/6/28 18:35,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128694571,1115591115,Student GVV8 WAS8,,0,2022/6/23 18:23,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Ashley Fernandes,
128694640,1115593961,Student DJF6 TWZ3,,0,2022/6/23 18:28,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Ashley Fernandes,
128697843,1115629826,Student JTY5 ENL6,,0,2022/6/23 19:55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Ashley Fernandes,
128700523,1115653567,Student BZZ5 XAA6,,0,2022/6/23 21:19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Ashley Fernandes,
128706495,1115989829,Student KSD7 JXM2,,0,2022/6/25 4:23,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128708672,1115725724,Student LJG4 JGL2,,0,2022/6/24 6:16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128708853,1116684405,Student SES3 KSJ8,,0,2022/6/28 3:17,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128708987,1115740932,Student WAR8 UGJ7,,0,2022/6/24 7:41,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128709041,1115729971,Student XPC4 MVA9,,0,2022/6/24 6:40,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128709054,1115731150,Student MNQ9 VRZ9,,0,2022/6/24 6:46,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128709490,1115734861,Student NPW4 ZQQ7,,0,2022/6/24 7:03,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,Joy of Coding Grader,
128709637,1115737126,Student LTD1 YUA2,,0,2022/6/24 7:15,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128710114,1115740187,Student LCK7 SLR5,,0,2022/6/24 7:34,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128710893,1115752252,Student NLE2 MQZ2,,0,2022/6/24 8:13,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128710932,1115765392,Student WDJ5 DPH1,,0,2022/6/24 8:42,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128712001,1115766289,Student PTD9 CNS6,,0,2022/6/24 8:49,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128712042,1115766631,Student VFX4 KTZ4,,0,2022/6/24 8:51,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128712066,1115766160,Student RFU3 CNS1,,0,2022/6/24 8:48,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128712131,1115766914,Student DKK1 YNM6,,0,2022/6/24 8:53,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128712721,1115778948,Student VCZ6 DKX5,,0,2022/6/24 9:23,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Ashley Fernandes,
128713421,1115782668,Student RFX1 WKR1,,0,2022/6/24 9:36,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128713701,1115947493,Student KTK4 SUH6,,0,2022/6/24 20:06,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128715274,1115805952,Student UAD2 JDY5,,0,2022/6/24 10:13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128715600,1115808826,Student PGW2 SHB5,,0,2022/6/24 10:20,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128715881,1115816857,Student FSA4 EGE5,,0,2022/6/24 10:39,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128716661,1116011264,Student FGJ8 FAS8,,0,2022/6/25 9:50,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128717267,1115831878,Student LXV6 CNB2,,0,2022/6/24 11:15,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128717595,1115842409,Student XBU7 YPD7,,0,2022/6/24 11:46,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128718021,1115840296,Student NJU8 TJD7,,0,2022/6/24 11:39,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128718083,1115835266,Student PYX6 LBD2,,0,2022/6/24 11:24,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,Joy of Coding Grader,
128718428,1116853699,Student SFJ2 ZKN1,,0,2022/6/28 16:51,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128718451,1115973403,Student CPC1 ASV9,,0,2022/6/24 22:36,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128718853,1115842323,Student NTG9 ZGZ3,,0,2022/6/24 11:45,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128719086,1115849021,Student KCZ8 CKH4,,0,2022/6/24 12:06,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128719305,1115846781,Student YJH3 TQS3,,0,2022/6/24 11:59,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128719636,1115848785,Student XGN5 DCU5,,0,2022/6/24 12:05,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128722021,1115989754,Student XYA6 DTX6,,0,2022/6/25 4:16,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128722171,1115869890,Student MVY8 QCN8,,0,2022/6/24 13:15,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128723387,1120968589,Student DBE9 CUW1,,0,2022/7/15 14:44,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,Joy of Coding Grader,
128723388,1115876724,Student EDP8 JCH1,,0,2022/6/24 13:48,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128724007,1115879323,Student WEH2 TYQ3,,0,2022/6/24 14:03,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128724303,1115881013,Student SUB5 YZY8,,0,2022/6/24 14:17,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128724931,1115885288,Student KXM9 TYV1,,0,2022/6/24 14:46,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128725078,1115884143,Student BTT8 AGA8,,0,2022/6/24 14:40,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128725181,1115905334,Student CZQ3 ADP8,,0,2022/6/24 16:21,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128725229,1115884612,Student RYN3 KBX5,,0,2022/6/24 14:43,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128727649,1116054147,Student ZFM6 CYB8,,0,2022/6/25 18:30,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128727821,1115904911,Student FES6 YQQ4,,0,2022/6/24 16:17,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128727859,1115902035,Student EBY9 VEN4,,0,2022/6/24 16:07,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128728433,1115906025,Student AME9 BRJ9,,0,2022/6/24 16:25,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128728745,1115908199,Student YFT4 TZG8,,0,2022/6/24 16:35,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,Ashley Fernandes,
128728891,1115909670,Student WWT1 TZU6,,0,2022/6/24 16:44,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128728917,1115910776,Student MTM2 QXY6,,0,2022/6/24 16:49,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128729057,1115910730,Student DLP8 CBS9,,0,2022/6/24 16:48,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128729892,1115916336,Student HQB2 EZW9,,0,2022/6/24 17:17,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128730134,1116069187,Student NLN9 QLL6,,0,2022/6/25 20:56,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,Joy of Coding Grader,
128731149,1115924046,Student LYK6 EJG3,,0,2022/6/24 18:04,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128731216,1115925278,Student PVB1 TKB3,,0,2022/6/24 18:11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128731578,1115927947,Student FWE4 WMA2,,0,2022/6/24 18:26,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128732970,1116454288,Student HLJ5 ZWB6,,0,2022/6/27 17:02,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128734097,1115943811,Student WYH4 UPQ4,,0,2022/6/24 19:44,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128739245,1115980554,Student RUR4 ETH2,,0,2022/6/24 23:40,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128739889,1115977281,Student NNY8 XVW5,,0,2022/6/24 23:08,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,Joy of Coding Grader,
128741711,1115984996,Student MPU4 BWU6,,0,2022/6/25 0:57,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128742208,1117208358,Student MQS4 XGV8,,0,2022/6/29 19:24,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128742615,1115988744,Student BFC4 CJW8,,0,2022/6/25 3:42,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128742918,1115990419,Student ENS1 UFP2,,0,2022/6/25 5:00,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128743691,1115996143,Student CMC5 XKB5,,0,2022/6/25 7:24,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128743699,1116266108,Student XXU9 BCK4,,0,2022/6/27 6:39,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128744016,1115997600,Student FMK7 VCQ7,,0,2022/6/25 7:54,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,Ashley Fernandes,
128744023,1115997645,Student TLT9 SYK7,,0,2022/6/25 7:56,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,Ashley Fernandes,
128744027,1116000792,Student VHQ4 MUG7,,0,2022/6/25 8:11,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,Joy of Coding Grader,
128744381,1116004605,Student ESU9 XJC7,,0,2022/6/25 8:52,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128744498,1116104491,Student RGN8 QTQ6,,0,2022/6/26 9:49,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128744749,1116007281,Student DRW4 UFX6,,0,2022/6/25 9:20,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128744970,1116055625,Student QDH6 KRK2,,0,2022/6/25 18:41,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128745046,1116011042,Student SUE8 ZJG7,,0,2022/6/25 9:47,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128745065,1116010918,Student GFL6 DDC6,,0,2022/6/25 9:44,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128745078,1116011410,Student EHQ3 WSJ2,,0,2022/6/25 9:52,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128745135,1116012147,Student KVJ7 KSF8,,0,2022/6/25 10:01,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128745342,1116014092,Student NFE7 LVC6,,0,2022/6/25 10:28,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128745746,1116026236,Student QWT4 BBD4,,0,2022/6/25 13:02,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128745809,1116017035,Student FGB4 WDE5,,0,2022/6/25 10:57,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128745957,1116020827,Student YGR9 SWE1,,0,2022/6/25 11:46,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,Joy of Coding Grader,
128746002,1116018582,Student HGF5 GHM8,,0,2022/6/25 11:13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128746495,1116021413,Student DSP7 XSM3,,0,2022/6/25 11:54,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,Joy of Coding Grader,
128746775,1116023595,Student LCQ5 NGE3,,0,2022/6/25 12:23,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
128746872,1116023442,Student ZJV2 MAU3,,0,2022/6/25 12:20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Joy of Coding Grader,
